% # columns="iteration, evaluation, void, void, void, xmean", seed=149041, Mon Feb 25 20:32:31 2019, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 10 0 0 0 -0.27784365591498844 -0.16592479113421923 -0.08501083471071591 0.1520736288373492 -0.44997605421382153 -0.003038802843272923 0.18693120419062925 0.18170909162881932 0.03242820275483158 -0.1122907336254341
2 20 0 0 0 0.1091775277348005 -0.04244819386458351 -0.18490711718431407 0.5203992052961166 -0.26921597602687863 -0.2089775757835212 0.09023132369187115 0.38826721491225097 0.15203125880151933 0.5040850743681979
3 30 0 0 0 -0.05685240730679847 -0.11037709136187206 -0.46644135327687236 0.945479157549218 -0.39343043452365123 -0.02733222524549117 0.18424781667141915 0.487389587708811 -0.14798111160931968 0.9759478091283759
4 40 0 0 0 -0.5092890418625604 -0.16398425188866303 -0.7058895037097682 1.0294226309258554 -0.8664147593707173 0.215358079564937 0.6927704747750014 0.6283154194033326 -0.1527495932117694 0.9727616747150317
5 50 0 0 0 -0.5907378765997764 0.10969578814522976 -0.9462472690469164 1.0606964453594718 -1.1210870215788327 0.40751934072174684 0.845733616640624 0.8969238531347302 0.2231783741508575 1.7814186414884579
6 60 0 0 0 -0.9010949069238289 -0.29550214508829276 -0.7346280253472869 0.47363703125486123 -0.953951566061548 0.28431277355739104 0.7266448186764534 0.81061474443075 0.3842818133918124 1.9114670047916171
7 70 0 0 0 -0.6354353753874409 -0.05278662612414567 -0.8682096898608083 0.7666655755317633 -0.714188350003187 0.3747098030349344 0.2887875678203642 0.6078096333105194 0.10376733556687967 2.5989214672797467
8 80 0 0 0 -0.5148865946249526 -0.8132299757060951 -0.7509409389545376 0.7825504863987659 -0.5664453369058946 1.0001638148412209 0.33347294672205424 1.0248577660142422 -0.2659376771556874 3.597647335982576
9 90 0 0 0 0.10668904102124765 -0.3405964698875292 -0.6441400792271337 0.8401635175555018 -0.9873678446946847 1.1878943017177017 -0.06552833083620685 0.8373374570293555 -0.2123996370814416 3.611793550587557
10 100 0 0 0 -0.05657803621587745 -0.5083987439171921 -0.8903805497143479 1.5496348301202132 -1.262640494971514 1.317907683097069 -0.03372078461029654 0.8284577376508455 -0.2913558019305683 4.32382493441777
11 110 0 0 0 -0.13297402501922648 -0.44304514993507843 -1.1762216131925929 1.1249823739127098 -1.3786824408385872 1.0834087286851695 0.14597361607192316 0.7392680646644596 -0.18452540302691584 4.313335393617878
12 120 0 0 0 0.04370661382235702 -0.5437319403787136 -1.3783082059374117 1.1048612264245838 -1.5054519758507174 1.2763392095860864 0.5564131416806792 0.15106009703305712 -0.47319299516255814 4.284694900614529
13 130 0 0 0 -0.26619646136577146 -0.6962634636122147 -1.548111857234759 1.3898670118876404 -1.6196004612854364 1.666843241112384 -0.0639140833687264 0.6921173238440864 -0.9518668989656998 4.072833806981959
14 140 0 0 0 0.25349845559295203 -0.6788937367729116 -1.6944471416449762 1.6396875209431931 -1.548434301615207 1.6237592317560154 -0.10199691291912952 0.8127881854524155 -1.0087007672029635 4.514942348498438
15 150 0 0 0 0.10920008876716983 -0.6088369767458504 -1.1866507957035417 1.5211402398719474 -0.8562248661679752 2.1064397075092782 -0.045380311378335765 0.6707866561247907 -1.1253063400211862 4.9124862306088515
16 160 0 0 0 0.43106600365125347 -0.8836418554078318 -1.505313275800394 1.4587026929309965 -1.0765674548426554 2.6129572028206973 0.016746948878099056 0.6761176797540835 -1.6314041596575604 5.085544718202847
17 170 0 0 0 0.2718275674932749 -1.2358283531831074 -2.0742689417907934 1.6970904563413358 -1.3875448641966215 2.6118703467825517 0.15167313425867227 0.6929017425890873 -1.8781856138743407 4.8329379310199085
18 180 0 0 0 0.628758285220137 -1.2505991681695618 -1.9052199451528842 1.0188643558878967 -0.8661138719042818 2.556944070323195 0.10171238897050465 0.6737978394658815 -2.3478350598108166 5.243307455700744
19 190 0 0 0 0.21848662877653735 -1.0944253511103217 -1.6833603274659321 1.0296066474910288 -0.9928379115503471 2.161751743333019 0.009692712729853212 0.7719067880010818 -2.2435685787473854 5.435714166366271
20 200 0 0 0 0.27388077044772646 -1.3335733023345635 -1.8105294587582357 0.39534321658280536 -0.5992134909703991 1.860253319812391 0.2538340685226428 0.5858726765700577 -2.431807082853954 5.211159553228554
21 210 0 0 0 0.5125256019554552 -1.355644506008582 -1.7226211935543638 0.7198626478359147 -0.4516744861642811 2.273155852325515 -0.0008723009297976203 1.0705089301101376 -3.1563979276422987 5.720179491855417
22 220 0 0 0 0.9231311094775664 -1.0403874555833121 -1.629371359571911 0.7897118900575288 -0.5395975512701651 1.779993472535878 -0.3395838672428105 1.118295255752906 -3.51488203632161 5.669931826009262
23 230 0 0 0 0.5548301284698794 -0.6998325889446383 -1.48459198678479 0.3215957368924404 -1.088545916539828 2.101005914703422 0.09272421874764852 1.2443121672533135 -3.146300244874993 5.462190348735941
24 240 0 0 0 1.0541756432270912 -0.3200389169799061 -1.010044568824687 -0.21414562166291667 -0.8455644497494581 1.7443074931280462 0.4094974274971211 1.3221168231896279 -2.9208672815942647 5.019442282758103
25 250 0 0 0 0.8273020741295376 -0.4823294121763665 -1.3562170570789205 -0.4369320277981731 -0.5712680568828438 2.096127774818844 1.251081624548244 1.2769634789499078 -2.767232424485007 4.295478204374304
26 260 0 0 0 1.031078869950836 -0.5194878417165102 -0.5424329163142384 -0.857257734973177 -0.7447693201987191 2.167095042407003 1.7834375089846561 1.4653314607680663 -3.248468400913555 4.722075628824461
27 270 0 0 0 0.6139505507347482 -0.13595005420411327 -1.0524465998224328 -0.4468106108554039 -1.4330147518003402 2.1144850612924535 1.973221403861838 2.375899329557743 -3.1676687320647314 4.462880448358137
28 280 0 0 0 0.8051758082708861 0.030112326890659236 -1.6032295311634173 0.4741652593071101 -1.078039721214325 2.1739641321021472 1.3410877423763454 2.6699783752018322 -3.3658519383076118 5.044080890444402
29 290 0 0 0 0.49366587849541466 0.6376843352738673 -1.3665704874363522 0.6577229972045882 -1.3161686434427269 1.591920436323148 1.3572473418141728 2.8227221518710763 -2.575063991469097 4.013218776877035
30 300 0 0 0 0.6537798070295141 1.2145665966549588 -2.091606208207685 1.1525910229336782 -0.5885647163837132 1.405841035389775 0.7913396024054694 2.149913146317785 -1.683713379894535 4.313013704074244
31 310 0 0 0 0.9815603210232038 1.1435628400067832 -1.6536306477260974 1.6562838924021366 0.12370781558789556 1.1954991724316566 0.45846839643469073 1.81551815501519 -1.7245138941675249 4.638321524688001
32 320 0 0 0 1.1995643542445629 0.7148171572163095 -1.0901594776180643 1.695636057431808 -0.46821046156241286 1.419854710550491 -0.1451877881306255 1.7742702079065387 -1.7720783777023719 5.200216966649946
33 330 0 0 0 1.2060104126067053 0.8730951988389163 -0.8732726702928584 2.1100823365442087 0.9485668945801694 0.48459903268544435 -0.16515953416307722 1.8267339953508241 -1.4348063092357926 5.026483133209191
34 340 0 0 0 0.9592304908133357 1.9489125738163886 -0.6751228589316214 3.248615896377849 0.6607740218641848 0.09530199302714149 -0.7616475516417764 1.5089029393651798 -0.8072353218748161 4.945436316554179
35 350 0 0 0 0.9440217114786176 0.47379681596072354 -0.481473678988945 2.0211612446188365 0.7040403863992849 0.13767418197011344 -0.980548048016848 0.6895258188511609 -1.5328381194897454 5.0687638405613775
36 360 0 0 0 0.6148323160967927 0.7913387872793538 -0.11968066730993765 2.8797744637468337 0.42361105988554015 1.1087901465670593 -1.6440780025212598 1.640012653001188 -2.0084773630154213 6.653809468154219
37 370 0 0 0 0.7709413649989203 0.7440029075631437 1.0983194853810225 1.1485047442889156 0.4173677082305948 0.4773782363714607 -0.7546411579319614 1.6078340777257685 -1.2686591060254533 6.2996340669317155
38 380 0 0 0 0.48960862044032655 0.9676682618156631 -0.5453827977402161 1.7833525473491716 1.215895427209933 -0.03568125356597951 -0.9110104207431036 0.36163927394418205 -1.299366148368608 6.5873562086011015
39 390 0 0 0 0.4968341687292764 1.7812430416217409 -0.8734521561661903 2.2939729415781986 0.9948368166035908 -0.362008526762952 -1.8953549713661717 0.7182966416991621 -0.927790871127761 5.9874689753069505
40 400 0 0 0 0.7283723275315459 1.5761925465932316 -0.00326890459647855 2.1871804082936985 0.11750186455234912 -0.045931649101590366 -1.9309977188755862 0.594420685918901 -1.3156183076154928 5.827971616179448
41 410 0 0 0 0.06043456282009785 0.5232367820486481 0.4833545793547747 2.066071395973917 0.6053261782297962 0.23181140006060935 -1.4540264560838603 0.915452456328304 -1.7491570578405349 6.671706557190228
42 420 0 0 0 0.21913844838253727 0.5927076857249705 -0.3268605378245532 2.5587079863487827 1.2291867261868439 -0.45297067061033996 -1.9117360371102978 0.06692299628813814 -1.2005246917494925 6.413338825006637
43 430 0 0 0 0.5039145746146684 0.4148073822259113 0.03294714375261548 2.6151756812295686 0.4787612598267066 -0.190428798451242 -1.9763772453963218 0.46258592484620886 -1.6368898287225726 6.558737030991525
44 440 0 0 0 0.2923144470259942 0.3487416576814239 -0.08309493796223894 2.0771046946798157 0.5791550132939861 0.12363785942484912 -2.0644705662594984 0.2647105245836646 -1.1049051874954066 6.673931417056497
45 450 0 0 0 0.3960609281377153 0.1713770107312203 -0.1332618147752483 1.9816464923067105 0.5460500567665579 -0.05780260816307026 -1.9217409428135601 0.10364228240151563 -1.606311160315118 7.118168580268406
46 460 0 0 0 0.22842960571910112 0.12925116457447575 -0.24130466488657729 2.2593723740077025 0.18667400519585398 0.12343035423814197 -1.5930681370627768 0.0895738113125051 -1.831088506437959 7.030499195983385
